"EcoR_ID" "EcoR_Name" "NAME_ENGL" "disp_plot" "b_Coef" "q_Coef"
"267" 423 "Thrace" "Greece" "0.001 km" -0.253183425911468 0.30527615261862
"268" 423 "Thrace" "Greece" "0.1 km" -0.537904303612727 0.338854571978192
"269" 423 "Thrace" "Greece" "0.5 km" -0.544657281838226 0.340596466118745
"270" 423 "Thrace" "Greece" "1 km" -0.482051556660876 0.340636101812988
"271" 423 "Thrace" "Greece" "2 km" -0.409168153693179 0.339708663949948
"272" 423 "Thrace" "Greece" "5 km" -0.453259908545514 0.342704150639955
"273" 423 "Thrace" "Greece" "10 km" -0.448113269692244 0.342557642913463
"274" 415 "Gulf_of_Venice_Drainages" "Italy" "0.001 km" -0.513626076308183 0.329346593174124
"275" 415 "Gulf_of_Venice_Drainages" "Italy" "0.1 km" -0.581020698430255 0.339547122832754
"276" 415 "Gulf_of_Venice_Drainages" "Italy" "0.5 km" -0.595764381404101 0.341592995376218
"277" 415 "Gulf_of_Venice_Drainages" "Italy" "1 km" -0.644517358799569 0.3453321992237
"278" 415 "Gulf_of_Venice_Drainages" "Italy" "2 km" -0.686909844192561 0.347256260831315
"279" 415 "Gulf_of_Venice_Drainages" "Italy" "5 km" -0.636053996908975 0.346071702931682
"280" 415 "Gulf_of_Venice_Drainages" "Italy" "10 km" -0.652497106907565 0.346798759143762
"281" 415 "Gulf_of_Venice_Drainages" "Switzerland" "0.001 km" -0.513626076308183 0.329346593174124
"282" 415 "Gulf_of_Venice_Drainages" "Switzerland" "0.1 km" -0.581020698430255 0.339547122832754
"283" 415 "Gulf_of_Venice_Drainages" "Switzerland" "0.5 km" -0.595764381404101 0.341592995376218
"284" 415 "Gulf_of_Venice_Drainages" "Switzerland" "1 km" -0.644517358799569 0.3453321992237
"285" 415 "Gulf_of_Venice_Drainages" "Switzerland" "2 km" -0.686909844192561 0.347256260831315
"286" 415 "Gulf_of_Venice_Drainages" "Switzerland" "5 km" -0.636053996908975 0.346071702931682
"287" 415 "Gulf_of_Venice_Drainages" "Switzerland" "10 km" -0.652497106907565 0.346798759143762
"288" 415 "Gulf_of_Venice_Drainages" "Austria" "0.001 km" -0.513626076308183 0.329346593174124
"289" 415 "Gulf_of_Venice_Drainages" "Austria" "0.1 km" -0.581020698430255 0.339547122832754
"290" 415 "Gulf_of_Venice_Drainages" "Austria" "0.5 km" -0.595764381404101 0.341592995376218
"291" 415 "Gulf_of_Venice_Drainages" "Austria" "1 km" -0.644517358799569 0.3453321992237
"292" 415 "Gulf_of_Venice_Drainages" "Austria" "2 km" -0.686909844192561 0.347256260831315
"293" 415 "Gulf_of_Venice_Drainages" "Austria" "5 km" -0.636053996908975 0.346071702931682
"294" 415 "Gulf_of_Venice_Drainages" "Austria" "10 km" -0.652497106907565 0.346798759143762
"295" 415 "Gulf_of_Venice_Drainages" "Slovenia" "0.001 km" -0.513626076308183 0.329346593174124
"296" 415 "Gulf_of_Venice_Drainages" "Slovenia" "0.1 km" -0.581020698430255 0.339547122832754
"297" 415 "Gulf_of_Venice_Drainages" "Slovenia" "0.5 km" -0.595764381404101 0.341592995376218
"298" 415 "Gulf_of_Venice_Drainages" "Slovenia" "1 km" -0.644517358799569 0.3453321992237
"299" 415 "Gulf_of_Venice_Drainages" "Slovenia" "2 km" -0.686909844192561 0.347256260831315
