"EcoR_ID" "EcoR_Name" "NAME_ENGL" "disp_plot" "Coef_b" "Coef_q"
"180" 419 "Dalmatia" "Bosnia and Herzegovina" "2 km" -0.564970606965097 0.345434920847664
"181" 419 "Dalmatia" "Bosnia and Herzegovina" "5 km" -0.486956850141445 0.344316717778441
"182" 419 "Dalmatia" "Bosnia and Herzegovina" "10 km" -0.503220742708954 0.344830454777219
"183" 419 "Dalmatia" "Montenegro" "0.001 km" -0.330216581888164 0.318339518129679
"184" 419 "Dalmatia" "Montenegro" "0.1 km" -0.593162588643727 0.341131360001949
"185" 419 "Dalmatia" "Montenegro" "0.5 km" -0.663096670308648 0.345039589716473
"186" 419 "Dalmatia" "Montenegro" "1 km" -0.554151927132797 0.343624781050889
"187" 419 "Dalmatia" "Montenegro" "2 km" -0.564970606965097 0.345434920847664
"188" 419 "Dalmatia" "Montenegro" "5 km" -0.486956850141445 0.344316717778441
"189" 419 "Dalmatia" "Montenegro" "10 km" -0.503220742708954 0.344830454777219
"190" 431 "Central_Anatolia" "Turkey" "0.001 km" -0.627767004148463 0.328531311545772
"191" 431 "Central_Anatolia" "Turkey" "0.1 km" -0.60154355648811 0.331294241749659
"192" 431 "Central_Anatolia" "Turkey" "0.5 km" -0.630180213393986 0.335624536559191
"193" 431 "Central_Anatolia" "Turkey" "1 km" -0.657672696471086 0.337350748153809
"194" 431 "Central_Anatolia" "Turkey" "2 km" -0.663223419069092 0.338375764827942
"195" 431 "Central_Anatolia" "Turkey" "5 km" -0.702179265132063 0.341844509521005
"196" 431 "Central_Anatolia" "Turkey" "10 km" -0.731128274215146 0.343023883687551
"197" 442 "Upper_Tigris_&_Euphrates" "Turkey" "0.001 km" -0.728371833154286 0.337715416815479
"198" 442 "Upper_Tigris_&_Euphrates" "Turkey" "0.1 km" -0.861415096464183 0.345703376974791
"199" 442 "Upper_Tigris_&_Euphrates" "Turkey" "0.5 km" -0.83970132942533 0.346443292542301
"200" 442 "Upper_Tigris_&_Euphrates" "Turkey" "1 km" -0.858088325869393 0.347907620725348
"201" 442 "Upper_Tigris_&_Euphrates" "Turkey" "2 km" -0.837535404707012 0.347885381774393
"202" 442 "Upper_Tigris_&_Euphrates" "Turkey" "5 km" -0.851336156827833 0.349442195042502
"203" 442 "Upper_Tigris_&_Euphrates" "Turkey" "10 km" -0.872410046863238 0.350350929014827
"204" 442 "Upper_Tigris_&_Euphrates" "Syria" "0.001 km" -0.728371833154286 0.337715416815479
"205" 442 "Upper_Tigris_&_Euphrates" "Syria" "0.1 km" -0.861415096464183 0.345703376974791
